ano;mes;CISP1 (Praça Mauá);CISP4 (Praça da República);CISP5 (Mem de Sá);CISP6 (Cidade Nova);CISP7 (Santa Teresa);CISP9 (Catete);CISP10 (Botafogo);CISP11 (Rocinha);CISP12 (Copacaba);CISP13 (Ipanema);CISP14 (Leblon);CISP15 (Gávea);CISP16 (Barra da Tijuca);CISP17 (São Cristovão);CISP18 (Praça da Bandeira);CISP19 (Tijuca);CISP20 (Vila Isabel);CISP21 (Bonsucesso);CISP22 (Penha);CISP23 (Méier);CISP24 (Piedade);CISP25 (Engenho Novo);CISP26 (Todos os Santos);CISP27 (Vicente de Carvalho);CISP28 (Praça de Seca);CISP29 (Madureira);CISP30 (Marechal Hermes);CISP31 (Ricardo de Albuquerque);CISP32 (Taquara);CISP33 (Realengo);CISP34 (Bangu);CISP35 (Campo Grande);CISP36 (Santa Cruz);CISP37 (Ilha do governador);CISP38 (Brás de Pina);CISP39 (Pavuna);CISP40 (Honório Gurgel);CISP41 (Tanque);CISP42 (Recreio dos Bandeirantes);CISP43 (Guaratiba);CISP44 (Inhaúma);CISP45 (Complexo do Alemão);CISP48 (Seropédica);CISP50 (Itaguaí);CISP51 (Paracambi);CISP52 (Nova Iguaçu);CISP53 (Mesquita);CISP54 (Belford Roxo);CISP55 (Queimados);CISP56 (Comendador Soares);CISP57 (Nilópolis);CISP58 (Posse);CISP59 (Duque de Caxias);CISP60 (Campos Elíseos);CISP61 (Xerém);CISP62 (Imbariê);CISP63 (Japeri);CISP64 (São João de Meriti);CISP65 (Magé);CISP66 (Piabetá);CISP67 (Guapimirim);CISP70 (Tanguá);CISP71 (Itaborí);CISP72 (São Gonçalo);CISP73 (Neves);CISP74 (Alcântara);CISP75 (Rio do Ouro);CISP76 (Niterói);CISP77 (Icaraí);CISP78 (Fonseca);CISP79 (Juruba);CISP81 (Itaipu);CISP82 (Maricá);CISP88 (Barra do Piraí);CISP89 (Resende);CISP90 (Barra Mansa);CISP91 (Valença);CISP92 (Rio das Flores);CISP93 (Volta Redonda);CISP94 (Piraí);CISP95 (Vassouras);CISP96 (Miguel Pereira);CISP97 (Mendes);CISP98 (Engenheiro Paulo de Frontin);CISP99 (Itatiaia);CISP100 (Porto Real);CISP101 (Pinheiral);CISP104 (São José do Vale do Rio Preto);CISP105 (Petrópolis);CISP106 (Itaipava);CISP107 (Paraíba do Sul);CISP108 (Três Rios);CISP109 (Sapucaia);CISP110 (Teresópolis);CISP111 (Sumidouro);CISP112 (Carmo);CISP118 (Araruma);CISP119 (Rio Bonito);CISP120 (Silva Jardim);CISP121 (Casimiro de Abreu);CISP122 (Conceição de Macabu);CISP123 (Macaé);CISP124 (Saquarema);CISP125 (São Pedro da Aldeia);CISP126 (Cabo Frio);CISP127 (Armação de Búzios);CISP128 (Rio das Ostras);CISP129 (Iguaba Grande);CISP130 (Quissamã);CISP132 (Arraial do cabo);CISP134 (Campos);CISP135 (Itaocara);CISP136 (Santo Antônio de Pádua);CISP137 (Miracema);CISP138 (Laje do Muriaé);CISP139 (Porciúncula);CISP140 (Natividade);CISP141 (São Fidelis);CISP142 (Cambuci);CISP143 (Itaperuna);CISP144 (Bom Jesus do Itabapoana);CISP145 (São João da Barra);CISP146 (Guarus);CISP147 (São Francisco de Itabapoana);CISP148 (Italva);CISP151 (Nova Friburgo);CISP152 (Duas Barras);CISP153 (Cantagalo);CISP154 (Cordeiro);CISP155 (São Sebastião do Alto);CISP156 (Santa Maria Madalena);CISP157 (Trajano de Moraes);CISP158 (Bom jardim);CISP159 (Cachoeira de Macacu);CISP165 (Mangaratiba);CISP166 (Angra dos Reis);CISP167 (Paraty);CISP168 (Claro)
2003;1;0.0013054830287206266;0.002352941176470588;0.008503401360544218;0.007905138339920948;0.007194244604316547;0.0;0.0;;0.008928571428571428;0.0;0.0;0.0;0.002824858757062147;0.005259697567389875;0.0030581039755351682;0.008344923504867872;0.00641025641025641;0.0061944519256665765;0.003429355281207133;0.014130434782608696;0.010050251256281407;0.005467468562055768;0.0;0.001177856301531213;0.0056179775280898875;0.0014378145219266715;0.004479283314669653;0.0009170105456212746;0.012853470437017995;0.0054585152838427945;0.0037604082728982004;0.0045871559633027525;0.00878293601003764;0.01876172607879925;0.0033246259795772976;0.0026415717351824337;0.003518029903254178;0.007575757575757576;;;0.004901960784313725;;0.0016155088852988692;0.0;0.007042253521126761;0.008594229588704727;0.00129366106080207;0.0023497818059751594;0.0036101083032490976;0.0026455026455026454;0.004273504273504274;0.00441306266548985;0.0023430178069353325;0.0035252643948296123;0.0036900369003690036;0.003727865796831314;;0.0018648018648018648;0.006756756756756757;0.0;;;0.008605851979345954;0.0015408320493066256;0.0008130081300813008;0.0008536064874093043;0.001563721657544957;0.0023584905660377358;0.0;0.005928853754940711;0.0072992700729927005;0.0;0.0;0.0;0.013245033112582781;0.005128205128205128;0.0;0.0;0.0070921985815602835;0.005063291139240506;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.00816326530612245;0.0;0.03333333333333333;0.008064516129032258;0.007462686567164179;0.0;0.0;0.0;0.005714285714285714;0.01675977653631285;0.0;0.00816326530612245;0.014285714285714285;0.006622516556291391;0.02197802197802198;0.0;0.0;0.0;0.005494505494505495;0.023255813953488372;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.004098360655737705;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022222222222222223;0.00558659217877095;0.0;0.0
2003;2;0.007832898172323759;0.004705882352941176;0.0;0.002635046113306983;0.007194244604316547;0.009900990099009901;0.011363636363636364;;0.0;0.0;0.0;0.00909090909090909;0.014124293785310734;0.0039447731755424065;0.01529051987767584;0.009735744089012517;0.007692307692307693;0.008349043899811474;0.004458161865569273;0.02608695652173913;0.01306532663316583;0.0038272279934390375;0.0;0.002944640753828033;0.0056179775280898875;0.0014378145219266715;0.0022396416573348264;0.0;0.015424164524421594;0.004366812227074236;0.007252215954875101;0.003211009174311927;0.013801756587202008;0.028142589118198873;0.004986938969365947;0.003301964668978042;0.003518029903254178;0.003787878787878788;;;0.004411764705882353;;0.012924071082390954;0.009950248756218905;0.0;0.01289134438305709;0.00129366106080207;0.0010070493454179255;0.016245487364620937;0.001763668430335097;0.0010683760683760685;0.00088261253309797;0.0037488284910965324;0.0023501762632197414;0.0;0.005591798695246971;;0.002797202797202797;0.0045045045045045045;0.009852216748768473;;;0.0051635111876075735;0.0018489984591679508;0.0;0.0008536064874093043;0.0007818608287724785;0.009433962264150943;0.009009009009009009;0.007905138339920948;0.0072992700729927005;0.0;0.0;0.0;0.0;0.015384615384615385;0.0;0.0;0.0;0.007594936708860759;0.014084507042253521;0.0;0.0;0.0;0.02127659574468085;0.0;;0.0;0.0;0.0;0.0;0.020161290322580645;0.0;0.007751937984496124;0.0;0.02702702702702703;0.011428571428571429;0.0111731843575419;0.006097560975609756;0.0;0.0;0.006622516556291391;0.0;0.007407407407407408;0.0;0.0;0.0;0.0;;;0.012953367875647668;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;;;0.008695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0111731843575419;0.0;0.0
2003;3;0.006527415143603133;0.0;0.0017006802721088435;0.007905138339920948;0.0;0.0033003300330033004;0.0;;0.0;0.0;0.0;0.0;0.002824858757062147;0.0046022353714661405;0.0030581039755351682;0.008344923504867872;0.00641025641025641;0.0024239159709130084;0.00823045267489712;0.009782608695652175;0.007035175879396985;0.0032804811372334607;0.0;0.002944640753828033;0.0018726591760299626;0.0014378145219266715;0.0022396416573348264;0.0;0.007712082262210797;0.003820960698689956;0.0040290088638195;0.003211009174311927;0.002509410288582183;0.016885553470919325;0.0030871526953217764;0.001650982334489021;0.004837291116974494;0.011363636363636364;;;0.0029411764705882353;;0.004846526655896607;0.004975124378109453;0.0;0.003683241252302026;0.0038809831824062097;0.002014098690835851;0.007220216606498195;0.0026455026455026454;0.0010683760683760685;0.00353045013239188;0.001562011871290222;0.0023501762632197414;0.0;0.001863932898415657;;0.0013986013986013986;0.009009009009009009;0.0049261083743842365;;;0.012048192771084338;0.0009244992295839754;0.0024390243902439024;0.0004268032437046522;0.001563721657544957;0.007075471698113208;0.018018018018018018;0.001976284584980237;0.0072992700729927005;0.0;0.005813953488372093;0.012195121951219513;0.013245033112582781;0.010256410256410256;0.0;0.0;0.03546099290780142;0.007594936708860759;0.0;0.0;0.0;0.0;0.02127659574468085;0.021739130434782608;;0.0;0.0;0.0;0.0;0.004032258064516129;0.007462686567164179;0.007751937984496124;0.0;0.0;0.0;0.0111731843575419;0.012195121951219513;0.004081632653061225;0.0;0.0033112582781456954;0.0;0.0;0.013215859030837005;0.0;0.0;0.0;;;0.0051813471502590676;0.0;0.020833333333333332;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.008695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.00558659217877095;0.0;0.0
2003;4;0.005221932114882507;0.002352941176470588;0.0017006802721088435;0.007905138339920948;0.0;0.0;0.0;;0.008928571428571428;0.0;0.0;0.00909090909090909;0.002824858757062147;0.005259697567389875;0.0061162079510703364;0.0027816411682892906;0.002564102564102564;0.004039859951521681;0.0054869684499314125;0.008695652173913044;0.004020100502512563;0.004373974849644614;0.0;0.002355712603062426;0.0018726591760299626;0.0014378145219266715;0.0033594624860022394;0.0004585052728106373;0.010282776349614395;0.001091703056768559;0.0024174053182917004;0.0027522935779816515;0.005018820577164366;0.01125703564727955;0.0021372595582996915;0.001981178801386825;0.003518029903254178;0.003787878787878788;;0.0;0.005392156862745098;;0.004846526655896607;0.004975124378109453;0.01056338028169014;0.006752608962553714;0.00517464424320828;0.0023497818059751594;0.01444043321299639;0.0;0.0;0.00088261253309797;0.002655420181193377;0.0035252643948296123;0.0;0.001863932898415657;;0.0013986013986013986;0.0022522522522522522;0.014778325123152709;;;0.004302925989672977;0.0018489984591679508;0.0032520325203252032;0.0008536064874093043;0.0;0.0047169811320754715;0.0;0.007905138339920948;0.014598540145985401;0.0;0.01744186046511628;0.0;0.0;0.005128205128205128;0.0;0.0;0.0;0.015189873417721518;0.014084507042253521;0.0;0.0;0.0;0.0425531914893617;0.0;;0.0;0.004081632653061225;0.0;0.0;0.012096774193548387;0.014925373134328358;0.0;0.0;0.0;0.0;0.00558659217877095;0.006097560975609756;0.00816326530612245;0.014285714285714285;0.008278145695364239;0.0;0.022222222222222223;0.004405286343612335;0.0;0.0;0.023255813953488372;;;0.007772020725388601;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024390243902439025;0.0;0.0;0.0;0.0
2003;5;0.0013054830287206266;0.004705882352941176;0.0017006802721088435;0.003952569169960474;0.014388489208633094;0.0033003300330033004;0.005681818181818182;;0.008928571428571428;0.0;0.008928571428571428;0.00909090909090909;0.0;0.008547008547008548;0.0030581039755351682;0.004172461752433936;0.0038461538461538464;0.0037705359547535685;0.0030864197530864196;0.011956521739130435;0.008040201005025126;0.008201202843083653;0.0;0.001177856301531213;0.003745318352059925;0.0050323508267433505;0.0033594624860022394;0.0004585052728106373;0.014138817480719794;0.001091703056768559;0.0051034112275047;0.003669724770642202;0.01756587202007528;0.016885553470919325;0.005936832106388032;0.0011556876341423147;0.0043975373790677225;0.007575757575757576;;0.0;0.003431372549019608;;0.009693053311793215;0.0;0.007042253521126761;0.004297114794352364;0.0;0.0023497818059751594;0.007220216606498195;0.001763668430335097;0.002136752136752137;0.00088261253309797;0.001718213058419244;0.005287896592244419;0.0036900369003690036;0.0027958993476234857;;0.0002331002331002331;0.013513513513513514;0.0049261083743842365;;;0.00774526678141136;0.0006163328197226503;0.0;0.0008536064874093043;0.0007818608287724785;0.01179245283018868;0.0;0.001976284584980237;0.0;0.0;0.011627906976744186;0.0;0.013245033112582781;0.005128205128205128;0.0;0.0;0.014184397163120567;0.010126582278481013;0.028169014084507043;0.0;0.0;0.16666666666666666;0.0;0.0;;0.0;0.0163265306122449;0.0;0.03333333333333333;0.012096774193548387;0.029850746268656716;0.015503875968992248;0.0;0.0;0.005714285714285714;0.0;0.03048780487804878;0.00816326530612245;0.014285714285714285;0.004966887417218543;0.0;0.0;0.0;0.0;0.005494505494505495;0.0;;;0.0025906735751295338;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2003;6;0.0039164490861618795;0.002352941176470588;0.0017006802721088435;0.00922266139657444;0.007194244604316547;0.0033003300330033004;0.005681818181818182;;0.0;0.0;0.0;0.00909090909090909;0.011299435028248588;0.007889546351084813;0.009174311926605505;0.0027816411682892906;0.001282051282051282;0.004039859951521681;0.0037722908093278463;0.013043478260869565;0.003015075376884422;0.002186987424822307;0.0;0.0017667844522968198;0.0056179775280898875;0.002875629043853343;0.004479283314669653;0.0;0.002570694087403599;0.003820960698689956;0.0018802041364491002;0.0022935779816513763;0.010037641154328732;0.01125703564727955;0.003562099263832819;0.0014858841010401188;0.003518029903254178;0.007575757575757576;;0.0;0.006372549019607843;;0.0016155088852988692;0.0;0.0035211267605633804;0.011663597298956415;0.00258732212160414;0.0016784155756965425;0.01263537906137184;0.0026455026455026454;0.0;0.00176522506619594;0.0020306154326772885;0.004700352526439483;0.0;0.001863932898415657;;0.0018648018648018648;0.013513513513513514;0.009852216748768473;;;0.008605851979345954;0.0012326656394453005;0.0;0.0008536064874093043;0.0;0.0047169811320754715;0.0;0.003952569169960474;0.0;0.0;0.005813953488372093;0.0;0.006622516556291391;0.0;0.0;0.0;0.02127659574468085;0.020253164556962026;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.017857142857142856;0.0;0.004032258064516129;0.03731343283582089;0.0;0.0;0.0;0.005714285714285714;0.00558659217877095;0.012195121951219513;0.00816326530612245;0.014285714285714285;0.0016556291390728477;0.0;0.0;0.0;0.02631578947368421;0.005494505494505495;0.0;;;0.0025906735751295338;0.038461538461538464;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.004098360655737705;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091
2003;7;0.006527415143603133;0.007058823529411765;0.003401360544217687;0.00922266139657444;0.0;0.0033003300330033004;0.011363636363636364;;0.0;0.0;0.008928571428571428;0.0;0.005649717514124294;0.0039447731755424065;0.01834862385321101;0.005563282336578581;0.005128205128205128;0.00538647993536224;0.0037722908093278463;0.01847826086956522;0.006030150753768844;0.002733734281027884;0.0;0.0017667844522968198;0.009363295880149813;0.004313443565780014;0.0022396416573348264;0.0;0.007712082262210797;0.002183406113537118;0.0005372011818426001;0.0027522935779816515;0.006273525721455458;0.0075046904315197;0.004037045832343861;0.0029717682020802376;0.005277044854881266;0.007575757575757576;;0.0;0.00980392156862745;;0.011308562197092083;0.0;0.0;0.001841620626151013;0.00517464424320828;0.001342732460557234;0.005415162454873646;0.005291005291005291;0.0;0.00353045013239188;0.0028116213683223993;0.0017626321974148062;0.0;0.001863932898415657;;0.0009324009324009324;0.009009009009009009;0.0049261083743842365;;;0.00946643717728055;0.0003081664098613251;0.0;0.0004268032437046522;0.0;0.0;0.0;0.001976284584980237;0.0;0.0;0.005813953488372093;0.0;0.019867549668874173;0.015384615384615385;0.0;0.0;0.0070921985815602835;0.005063291139240506;0.0;0.0;0.0;0.0;0.02127659574468085;0.0;;0.0;0.004081632653061225;0.017857142857142856;0.0;0.012096774193548387;0.014925373134328358;0.0;0.0;0.0;0.0;0.01675977653631285;0.012195121951219513;0.004081632653061225;0.04285714285714286;0.0033112582781456954;0.0;0.0;0.0;0.0;0.0;0.023255813953488372;;;0.0051813471502590676;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.017241379310344827;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2003;8;0.0026109660574412533;0.002352941176470588;0.003401360544217687;0.006587615283267457;0.0;0.0033003300330033004;0.0;;0.0;0.0;0.0;0.0;0.0;0.005917159763313609;0.0061162079510703364;0.0027816411682892906;0.002564102564102564;0.0035012119579854563;0.003429355281207133;0.004347826086956522;0.005025125628140704;0.005467468562055768;0.0;0.001177856301531213;0.011235955056179775;0.002875629043853343;0.004479283314669653;0.0004585052728106373;0.008997429305912597;0.0027292576419213972;0.0029546065001343;0.005045871559633028;0.012547051442910916;0.01125703564727955;0.0033246259795772976;0.0023113752682846294;0.003518029903254178;0.0;;0.0;0.010294117647058823;;0.009693053311793215;0.0;0.0;0.00798035604665439;0.0038809831824062097;0.002014098690835851;0.010830324909747292;0.0;0.002136752136752137;0.00088261253309797;0.0021868166198063107;0.004112808460634548;0.01107011070110701;0.0027958993476234857;;0.0013986013986013986;0.0045045045045045045;0.009852216748768473;;;0.006024096385542169;0.0;0.0016260162601626016;0.0;0.0;0.0023584905660377358;0.0;0.001976284584980237;0.0;0.0;0.005813953488372093;0.0;0.006622516556291391;0.010256410256410256;0.0;0.0;0.02127659574468085;0.005063291139240506;0.0;0.0;0.0;0.0;0.0;0.0;;0.125;0.00816326530612245;0.0;0.0;0.016129032258064516;0.014925373134328358;0.0;0.0;0.02702702702702703;0.005714285714285714;0.00558659217877095;0.0;0.004081632653061225;0.0;0.0033112582781456954;0.0;0.0;0.004405286343612335;0.0;0.0;0.0;;;0.0025906735751295338;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.017241379310344827;0.0;0.0;0.004098360655737705;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091
2003;9;0.0;0.0;0.006802721088435374;0.002635046113306983;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.002824858757062147;0.0026298487836949377;0.0061162079510703364;0.0027816411682892906;0.001282051282051282;0.0029625639644492324;0.0024005486968449933;0.005434782608695652;0.0010050251256281408;0.0038272279934390375;0.0;0.002944640753828033;0.003745318352059925;0.0014378145219266715;0.0033594624860022394;0.0018340210912425492;0.007712082262210797;0.001091703056768559;0.0026860059092130005;0.003211009174311927;0.005018820577164366;0.016885553470919325;0.008074091664687722;0.0014858841010401188;0.003518029903254178;0.0;;0.0;0.00784313725490196;;0.004846526655896607;0.004975124378109453;0.01056338028169014;0.004910988336402701;0.00129366106080207;0.000671366230278617;0.005415162454873646;0.0;0.0;0.00176522506619594;0.002655420181193377;0.0;0.0036900369003690036;0.0009319664492078285;;0.0011655011655011655;0.0;0.0;;;0.00774526678141136;0.0;0.0;0.0017072129748186087;0.0;0.009433962264150943;0.0;0.003952569169960474;0.0;0.0;0.011627906976744186;0.0;0.0;0.0;0.0;0.0;0.02127659574468085;0.002531645569620253;0.028169014084507043;0.0;0.0;0.0;0.0;0.0;;0.0;0.012244897959183673;0.017857142857142856;0.0;0.012096774193548387;0.0;0.007751937984496124;0.125;0.0;0.0;0.0;0.006097560975609756;0.004081632653061225;0.014285714285714285;0.014900662251655629;0.01098901098901099;0.007407407407407408;0.004405286343612335;0.0;0.0;0.0;;;0.0051813471502590676;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.004098360655737705;0.0;;0.0;0.0;0.0;0.0;0.05263157894736842;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0
2003;10;0.006527415143603133;0.007058823529411765;0.006802721088435374;0.017127799736495388;0.0;0.006600660066006601;0.0;;0.0;0.019230769230769232;0.0;0.0;0.005649717514124294;0.007232084155161078;0.0030581039755351682;0.005563282336578581;0.0038461538461538464;0.0032318879612173446;0.0054869684499314125;0.010869565217391304;0.0020100502512562816;0.004920721705850191;0.0;0.002944640753828033;0.003745318352059925;0.0014378145219266715;0.0033594624860022394;0.0004585052728106373;0.007712082262210797;0.0049126637554585155;0.004834810636583401;0.0045871559633027525;0.011292346298619825;0.01876172607879925;0.004986938969365947;0.0024764735017335313;0.005277044854881266;0.003787878787878788;;0.0;0.00784313725490196;;0.004846526655896607;0.0;0.01056338028169014;0.006138735420503376;0.0;0.002685464921114468;0.010830324909747292;0.0026455026455026454;0.004273504273504274;0.0;0.004061230865354577;0.0011750881316098707;0.0;0.0009319664492078285;;0.0016317016317016317;0.0022522522522522522;0.0;;;0.0034423407917383822;0.0006163328197226503;0.0;0.0012804097311139564;0.0;0.009433962264150943;0.009009009009009009;0.0;0.0;0.0;0.005813953488372093;0.012195121951219513;0.0;0.0;0.0;0.0;0.0;0.005063291139240506;0.0;0.0;0.0;0.0;0.02127659574468085;0.0;;0.0;0.012244897959183673;0.017857142857142856;0.0;0.008064516129032258;0.022388059701492536;0.007751937984496124;0.0;0.02702702702702703;0.011428571428571429;0.01675977653631285;0.0;0.0163265306122449;0.014285714285714285;0.006622516556291391;0.0;0.014814814814814815;0.004405286343612335;0.0;0.005494505494505495;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.02127659574468085;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.024390243902439025;0.0;0.0;0.0;0.0
