ano;CISP1 (Praça Mauá);CISP4 (Praça da República);CISP5 (Mem de Sá);CISP6 (Cidade Nova);CISP7 (Santa Teresa);CISP9 (Catete);CISP10 (Botafogo);CISP11 (Rocinha);CISP12 (Copacaba);CISP13 (Ipanema);CISP14 (Leblon);CISP15 (Gávea);CISP16 (Barra da Tijuca);CISP17 (São Cristovão);CISP18 (Praça da Bandeira);CISP19 (Tijuca);CISP20 (Vila Isabel);CISP21 (Bonsucesso);CISP22 (Penha);CISP23 (Méier);CISP24 (Piedade);CISP25 (Engenho Novo);CISP26 (Todos os Santos);CISP27 (Vicente de Carvalho);CISP28 (Praça de Seca);CISP29 (Madureira);CISP30 (Marechal Hermes);CISP31 (Ricardo de Albuquerque);CISP32 (Taquara);CISP33 (Realengo);CISP34 (Bangu);CISP35 (Campo Grande);CISP36 (Santa Cruz);CISP37 (Ilha do governador);CISP38 (Brás de Pina);CISP39 (Pavuna);CISP40 (Honório Gurgel);CISP41 (Tanque);CISP42 (Recreio dos Bandeirantes);CISP43 (Guaratiba);CISP44 (Inhaúma);CISP45 (Complexo do Alemão);CISP48 (Seropédica);CISP50 (Itaguaí);CISP51 (Paracambi);CISP52 (Nova Iguaçu);CISP53 (Mesquita);CISP54 (Belford Roxo);CISP55 (Queimados);CISP56 (Comendador Soares);CISP57 (Nilópolis);CISP58 (Posse);CISP59 (Duque de Caxias);CISP60 (Campos Elíseos);CISP61 (Xerém);CISP62 (Imbariê);CISP63 (Japeri);CISP64 (São João de Meriti);CISP65 (Magé);CISP66 (Piabetá);CISP67 (Guapimirim);CISP70 (Tanguá);CISP71 (Itaborí);CISP72 (São Gonçalo);CISP73 (Neves);CISP74 (Alcântara);CISP75 (Rio do Ouro);CISP76 (Niterói);CISP77 (Icaraí);CISP78 (Fonseca);CISP79 (Juruba);CISP81 (Itaipu);CISP82 (Maricá);CISP88 (Barra do Piraí);CISP89 (Resende);CISP90 (Barra Mansa);CISP91 (Valença);CISP92 (Rio das Flores);CISP93 (Volta Redonda);CISP94 (Piraí);CISP95 (Vassouras);CISP96 (Miguel Pereira);CISP97 (Mendes);CISP98 (Engenheiro Paulo de Frontin);CISP99 (Itatiaia);CISP100 (Porto Real);CISP101 (Pinheiral);CISP104 (São José do Vale do Rio Preto);CISP105 (Petrópolis);CISP106 (Itaipava);CISP107 (Paraíba do Sul);CISP108 (Três Rios);CISP109 (Sapucaia);CISP110 (Teresópolis);CISP111 (Sumidouro);CISP112 (Carmo);CISP118 (Araruma);CISP119 (Rio Bonito);CISP120 (Silva Jardim);CISP121 (Casimiro de Abreu);CISP122 (Conceição de Macabu);CISP123 (Macaé);CISP124 (Saquarema);CISP125 (São Pedro da Aldeia);CISP126 (Cabo Frio);CISP127 (Armação de Búzios);CISP128 (Rio das Ostras);CISP129 (Iguaba Grande);CISP130 (Quissamã);CISP132 (Arraial do cabo);CISP134 (Campos);CISP135 (Itaocara);CISP136 (Santo Antônio de Pádua);CISP137 (Miracema);CISP138 (Laje do Muriaé);CISP139 (Porciúncula);CISP140 (Natividade);CISP141 (São Fidelis);CISP142 (Cambuci);CISP143 (Itaperuna);CISP144 (Bom Jesus do Itabapoana);CISP145 (São João da Barra);CISP146 (Guarus);CISP147 (São Francisco de Itabapoana);CISP148 (Italva);CISP151 (Nova Friburgo);CISP152 (Duas Barras);CISP153 (Cantagalo);CISP154 (Cordeiro);CISP155 (São Sebastião do Alto);CISP156 (Santa Maria Madalena);CISP157 (Trajano de Moraes);CISP158 (Bom jardim);CISP159 (Cachoeira de Macacu);CISP165 (Mangaratiba);CISP166 (Angra dos Reis);CISP167 (Paraty);CISP168 (Claro)
2003;0.05613577023498695;0.07764705882352942;0.047619047619047616;0.08959156785243742;0.050359712230215826;0.033003300330033;0.045454545454545456;;0.026785714285714284;0.019230769230769232;0.017857142857142856;0.03636363636363636;0.0480225988700565;0.0762656147271532;0.0856269113149847;0.0584144645340751;0.047435897435897434;0.05063291139240506;0.05281207133058985;0.14130434782608695;0.07537688442211055;0.06724986331328595;0.0;0.028268551236749116;0.06741573033707865;0.02875629043853343;0.04927211646136618;0.006419073819348923;0.10796915167095116;0.035480349344978165;0.043513295729250605;0.047706422018348627;0.12547051442910917;0.1726078799249531;0.05509380194728093;0.024929833250784218;0.04969217238346526;0.056818181818181816;;0.0;0.07892156862745098;;0.07754442649434572;0.024875621890547265;0.07042253521126761;0.07918968692449356;0.03492884864165589;0.021483719368915744;0.10288808664259928;0.024691358024691357;0.023504273504273504;0.02030008826125331;0.03202124336144955;0.02937720329024677;0.02952029520295203;0.0260950605778192;;0.018414918414918414;0.08783783783783784;0.059113300492610835;;;0.08605851979345955;0.010169491525423728;0.00894308943089431;0.010670081092616303;0.00547302580140735;0.07783018867924528;0.04504504504504504;0.04743083003952569;0.0364963503649635;0.0;0.08139534883720931;0.036585365853658534;0.08609271523178808;0.10256410256410256;0.0;0.0;0.1347517730496454;0.10379746835443038;0.09859154929577464;0.0;0.0;0.16666666666666666;0.1276595744680851;0.021739130434782608;;0.125;0.08163265306122448;0.10714285714285714;0.06666666666666667;0.125;0.15671641791044777;0.05426356589147287;0.125;0.08108108108108109;0.05142857142857143;0.09497206703910614;0.09146341463414634;0.07346938775510205;0.12857142857142856;0.06291390728476821;0.04395604395604396;0.06666666666666667;0.03524229074889868;0.02631578947368421;0.038461538461538464;0.06976744186046512;;;0.054404145077720206;0.038461538461538464;0.041666666666666664;0.0;0.0;0.0;;0.02127659574468085;0.0;0.06896551724137931;0.0;0.06666666666666667;0.02459016393442623;0.0;;0.02608695652173913;0.0;0.0;0.07692307692307693;0.05263157894736842;0.0;0.2;0.125;0.04878048780487805;0.022222222222222223;0.0223463687150838;0.0;0.18181818181818182
2004;0.03263707571801567;0.15058823529411763;0.04931972789115646;0.07378129117259552;0.09352517985611511;0.036303630363036306;0.022727272727272728;;0.026785714285714284;0.0;0.017857142857142856;0.045454545454545456;0.02824858757062147;0.13872452333990795;0.10703363914373089;0.043115438108484005;0.06794871794871794;0.0939940748720711;0.06755829903978051;0.14782608695652175;0.08944723618090453;0.09622744669218151;0.0;0.03180212014134275;0.07116104868913857;0.03306973400431344;0.08622620380739082;0.002751031636863824;0.08354755784061697;0.043668122270742356;0.028203062046736505;0.04220183486238532;0.11543287327478043;0.1200750469043152;0.04963191640940394;0.03698200429255407;0.06244503078276165;0.05303030303030303;;0.0044444444444444444;0.15784313725490196;;0.05492730210016155;0.029850746268656716;0.07394366197183098;0.07550644567219153;0.0258732212160414;0.029540114132259147;0.05054151624548736;0.027336860670194002;0.027777777777777776;0.02206531332744925;0.04623555139019057;0.028789659224441832;0.03690036900369004;0.05312208760484623;0.011049723756906077;0.02261072261072261;0.08108108108108109;0.034482758620689655;;;0.06712564543889846;0.01140215716486903;0.00975609756097561;0.010670081092616303;0.00547302580140735;0.054245283018867926;0.02702702702702703;0.023715415019762844;0.021897810218978103;0.015151515151515152;0.05813953488372093;0.14634146341463414;0.1456953642384106;0.11282051282051282;0.0;0.0;0.07092198581560284;0.11645569620253164;0.014084507042253521;0.0;0.25;0.0;0.1276595744680851;0.043478260869565216;0.0;0.0;0.08163265306122448;0.14285714285714285;0.1;0.1532258064516129;0.1044776119402985;0.11627906976744186;0.0;0.08108108108108109;0.03428571428571429;0.11731843575418995;0.036585365853658534;0.053061224489795916;0.07142857142857142;0.07119205298013245;0.04395604395604396;0.022222222222222223;0.00881057268722467;0.07894736842105263;0.03296703296703297;0.06976744186046512;;;0.06994818652849741;0.15384615384615385;0.020833333333333332;0.0;0.0;0.0;;0.0851063829787234;0.0;0.06896551724137931;0.125;0.0;0.04918032786885246;0.1111111111111111;;0.043478260869565216;0.09090909090909091;0.14285714285714285;0.07692307692307693;0.0;0.0;0.0;0.0;0.024390243902439025;0.15555555555555556;0.0446927374301676;0.0;0.0
2005;0.050913838120104436;0.15529411764705883;0.06292517006802721;0.06587615283267458;0.05755395683453238;0.0462046204620462;0.03977272727272727;;0.05357142857142857;0.038461538461538464;0.0625;0.045454545454545456;0.059322033898305086;0.07560815253122946;0.0764525993883792;0.054242002781641166;0.06153846153846154;0.11473202262321573;0.06927297668038408;0.09456521739130434;0.08944723618090453;0.11372334609075997;0.006060606060606061;0.06595995288574794;0.08426966292134831;0.035945363048166784;0.09966405375139978;0.0004585052728106373;0.09768637532133675;0.03220524017467249;0.024442653773838304;0.031192660550458717;0.08155583437892096;0.04878048780487805;0.05818095464260271;0.04077926366187882;0.05321020228671944;0.08712121212121213;;0.035555555555555556;0.0946078431372549;;0.051696284329563816;0.03980099502487562;0.03169014084507042;0.05279312461632903;0.040103492884864166;0.03893924135615979;0.02527075812274368;0.023809523809523808;0.03311965811965812;0.02824360105913504;0.047485160887222745;0.04700352526439483;0.03690036900369004;0.12581547064305684;0.016574585635359115;0.029603729603729603;0.07432432432432433;0.054187192118226604;;;0.050774526678141134;0.012634822804314329;0.013821138211382113;0.009389671361502348;0.006254886630179828;0.05188679245283019;0.04504504504504504;0.045454545454545456;0.021897810218978103;0.045454545454545456;0.040697674418604654;0.06097560975609756;0.152317880794702;0.06666666666666667;0.07692307692307693;0.0;0.02127659574468085;0.11392405063291139;0.04225352112676056;0.16666666666666666;0.0;0.0;0.06382978723404255;0.021739130434782608;0.14285714285714285;0.125;0.06938775510204082;0.07142857142857142;0.2;0.08870967741935484;0.04477611940298507;0.06976744186046512;0.0;0.0;0.02857142857142857;0.0670391061452514;0.06097560975609756;0.06938775510204082;0.05714285714285714;0.04470198675496689;0.03296703296703297;0.022222222222222223;0.030837004405286344;0.0;0.027472527472527472;0.0;;;0.04145077720207254;0.038461538461538464;0.020833333333333332;0.0;0.0;0.0;;0.0425531914893617;0.0;0.0;0.25;0.06666666666666667;0.02459016393442623;0.0;;0.017391304347826087;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.12195121951219512;0.022222222222222223;0.0111731843575419;0.0;0.09090909090909091
2006;0.09399477806788512;0.05411764705882353;0.05442176870748299;0.043478260869565216;0.02877697841726619;0.036303630363036306;0.05113636363636364;;0.05357142857142857;0.038461538461538464;0.03571428571428571;0.08181818181818182;0.07344632768361582;0.09467455621301775;0.12538226299694188;0.12934631432545202;0.08846153846153847;0.08887691893347698;0.07784636488340192;0.10543478260869565;0.06934673366834171;0.09568069983597595;0.06666666666666667;0.061248527679623084;0.04868913857677903;0.039539899352983465;0.04591265397536394;0.017881705639614855;0.06298200514138817;0.03766375545851528;0.0311576685468708;0.02798165137614679;0.0903387703889586;0.05628517823639775;0.06744241272856803;0.058609872874360244;0.0932277924362357;0.03787878787878788;;0.035555555555555556;0.07303921568627451;;0.03231017770597738;0.024875621890547265;0.028169014084507043;0.049723756906077346;0.019404915912031046;0.02181940248405505;0.02527075812274368;0.018518518518518517;0.009615384615384616;0.02383053839364519;0.044048734770384255;0.021739130434782608;0.02214022140221402;0.04007455731593663;0.027624309392265192;0.024941724941724943;0.038288288288288286;0.019704433497536946;;;0.04130808950086059;0.01571648690292758;0.004878048780487805;0.013230900554844216;0.00547302580140735;0.0660377358490566;0.06306306306306306;0.015810276679841896;0.014598540145985401;0.06060606060606061;0.05232558139534884;0.07317073170731707;0.09933774834437085;0.11282051282051282;0.0;0.2;0.0425531914893617;0.10126582278481013;0.04225352112676056;0.16666666666666666;0.5;0.0;0.0425531914893617;0.021739130434782608;0.0;0.125;0.07755102040816327;0.07142857142857142;0.13333333333333333;0.07258064516129033;0.08208955223880597;0.06976744186046512;0.125;0.02702702702702703;0.06857142857142857;0.12849162011173185;0.06707317073170732;0.053061224489795916;0.0;0.076158940397351;0.03296703296703297;0.037037037037037035;0.030837004405286344;0.02631578947368421;0.06593406593406594;0.06976744186046512;;;0.07253886010362694;0.07692307692307693;0.041666666666666664;0.5;0.0;0.0;;0.10638297872340426;0.5;0.05172413793103448;0.0;0.0;0.10655737704918032;0.0;;0.12173913043478261;0.0;0.07142857142857142;0.0;0.05263157894736842;0.0;0.0;0.0;0.07317073170731707;0.044444444444444446;0.01675977653631285;0.0;0.18181818181818182
2007;0.15404699738903394;0.0611764705882353;0.10034013605442177;0.07509881422924901;0.07194244604316546;0.09900990099009901;0.07386363636363637;;0.0625;0.019230769230769232;0.05357142857142857;0.07272727272727272;0.02824858757062147;0.10059171597633136;0.12844036697247707;0.1627260083449235;0.13076923076923078;0.06517640721788312;0.0541838134430727;0.10434782608695652;0.0814070351758794;0.09404045926735921;0.1;0.06007067137809187;0.06367041198501873;0.039539899352983465;0.05375139977603583;0.03759743237047226;0.08226221079691516;0.03165938864628821;0.0365296803652968;0.018807339449541285;0.04140526976160602;0.03377110694183865;0.041320351460460696;0.0551428099719333;0.0870712401055409;0.041666666666666664;;0.02666666666666667;0.09215686274509804;;0.022617124394184167;0.03980099502487562;0.014084507042253521;0.057704112952731736;0.03363518758085381;0.01544142329640819;0.010830324909747292;0.012345679012345678;0.029914529914529916;0.01235657546337158;0.030459231490159326;0.00881316098707403;0.04797047970479705;0.024231127679403542;0.022099447513812154;0.02191142191142191;0.06981981981981981;0.034482758620689655;;;0.04561101549053356;0.03605546995377504;0.011382113821138212;0.023047375160051217;0.004691164972634871;0.08490566037735849;0.06306306306306306;0.021739130434782608;0.0;0.06060606060606061;0.029069767441860465;0.0975609756097561;0.052980132450331126;0.07179487179487179;0.0;0.0;0.05673758865248227;0.04556962025316456;0.14084507042253522;0.0;0.0;0.16666666666666666;0.0851063829787234;0.08695652173913043;0.0;0.125;0.06938775510204082;0.08928571428571429;0.1;0.0846774193548387;0.08955223880597014;0.03875968992248062;0.0;0.05405405405405406;0.045714285714285714;0.0893854748603352;0.06707317073170732;0.08979591836734693;0.14285714285714285;0.076158940397351;0.01098901098901099;0.13333333333333333;0.03524229074889868;0.10526315789473684;0.016483516483516484;0.023255813953488372;;;0.06735751295336788;0.038461538461538464;0.041666666666666664;0.0;0.0;0.0;;0.0425531914893617;0.0;0.08620689655172414;0.125;0.0;0.06967213114754098;0.0;;0.0782608695652174;0.0;0.07142857142857142;0.07692307692307693;0.05263157894736842;0.16666666666666666;0.2;0.0;0.04878048780487805;0.0;0.05027932960893855;0.25;0.09090909090909091
2008;0.07049608355091384;0.047058823529411764;0.09863945578231292;0.05401844532279315;0.05755395683453238;0.11551155115511551;0.14772727272727273;;0.07142857142857142;0.038461538461538464;0.026785714285714284;0.08181818181818182;0.08192090395480225;0.030243261012491782;0.04281345565749235;0.0917941585535466;0.05128205128205128;0.047131699434419604;0.03737997256515775;0.05434782608695652;0.06633165829145729;0.02241662110442865;0.03636363636363636;0.024146054181389872;0.035580524344569285;0.03306973400431344;0.025755879059350503;0.0041265474552957355;0.07197943444730077;0.02947598253275109;0.0198764437281762;0.025688073394495414;0.02383939774153074;0.024390243902439025;0.042270244597482784;0.04523691596499917;0.04529463500439754;0.07196969696969698;;0.008888888888888889;0.04068627450980392;;0.024232633279483037;0.024875621890547265;0.007042253521126761;0.0570902394106814;0.045278137128072445;0.009734810339039947;0.016245487364620937;0.007936507936507936;0.027777777777777776;0.01323918799646955;0.030303030303030304;0.0099882491186839;0.02952029520295203;0.03075489282385834;0.016574585635359115;0.022377622377622378;0.02702702702702703;0.024630541871921183;;;0.02667814113597246;0.031124807395993836;0.013821138211382113;0.013230900554844216;0.004691164972634871;0.06367924528301887;0.06306306306306306;0.023715415019762844;0.029197080291970802;0.06060606060606061;0.046511627906976744;0.06097560975609756;0.0728476821192053;0.03076923076923077;0.0;0.0;0.03546099290780142;0.020253164556962026;0.18309859154929578;0.16666666666666666;0.0;0.0;0.10638297872340426;0.06521739130434782;0.0;0.125;0.07755102040816327;0.03571428571428571;0.1;0.0967741935483871;0.022388059701492536;0.09302325581395349;0.0;0.0;0.05714285714285714;0.0335195530726257;0.06097560975609756;0.08163265306122448;0.05714285714285714;0.06788079470198675;0.07692307692307693;0.037037037037037035;0.02643171806167401;0.0;0.07692307692307693;0.0;0.01639344262295082;;0.07253886010362694;0.0;0.041666666666666664;0.25;0.0;0.0;;0.0851063829787234;0.0;0.13793103448275862;0.0;0.0;0.08196721311475409;0.3333333333333333;;0.08695652173913043;0.18181818181818182;0.0;0.0;0.05263157894736842;0.0;0.0;0.0;0.0;0.022222222222222223;0.0;0.0;0.0
2009;0.06135770234986945;0.04;0.06462585034013606;0.04084321475625823;0.06474820143884892;0.10891089108910891;0.09659090909090909;;0.0625;0.019230769230769232;0.03571428571428571;0.06363636363636363;0.09322033898305085;0.03418803418803419;0.01834862385321101;0.0584144645340751;0.023076923076923078;0.033665499596014004;0.0387517146776406;0.021739130434782608;0.02814070351758794;0.018042646254784037;0.019696969696969695;0.027090694935217905;0.0449438202247191;0.02228612508986341;0.027995520716685332;0.0022925263640531865;0.030848329048843187;0.018013100436681223;0.016921837228041903;0.02522935779816514;0.02132998745294856;0.03377110694183865;0.03585846592258371;0.035000825491167245;0.02198768689533861;0.007575757575757576;;0.017777777777777778;0.012254901960784314;;0.03231017770597738;0.009950248756218905;0.045774647887323945;0.03683241252302026;0.007761966364812419;0.016784155756965426;0.018050541516245487;0.005291005291005291;0.014957264957264958;0.00617828773168579;0.03264604810996564;0.00881316098707403;0.01107011070110701;0.016775396085740912;0.0055248618784530384;0.03333333333333333;0.04954954954954955;0.029556650246305417;;;0.01549053356282272;0.03143297380585516;0.01951219512195122;0.0076824583866837385;0.003909304143862392;0.11556603773584906;0.07207207207207207;0.015810276679841896;0.0072992700729927005;0.06060606060606061;0.0872093023255814;0.0975609756097561;0.026490066225165563;0.041025641025641026;0.07692307692307693;0.0;0.0425531914893617;0.035443037974683546;0.14084507042253522;0.0;0.0;0.16666666666666666;0.02127659574468085;0.08695652173913043;0.14285714285714285;0.0;0.044897959183673466;0.07142857142857142;0.06666666666666667;0.06854838709677419;0.06716417910447761;0.015503875968992248;0.0;0.02702702702702703;0.06285714285714286;0.061452513966480445;0.024390243902439025;0.08571428571428572;0.04285714285714286;0.06291390728476821;0.02197802197802198;0.02962962962962963;0.05286343612334802;0.05263157894736842;0.04945054945054945;0.023255813953488372;0.13114754098360656;;0.08031088082901554;0.0;0.08333333333333333;0.0;0.0;0.0;;0.14893617021276595;0.0;0.06896551724137931;0.0;0.06666666666666667;0.06967213114754098;0.2222222222222222;;0.0782608695652174;0.0;0.0;0.0;0.0;0.0;0.4;0.0625;0.024390243902439025;0.06666666666666667;0.00558659217877095;0.0;0.0
2010;0.15404699738903394;0.03764705882352941;0.09523809523809523;0.04743083003952569;0.07194244604316546;0.0924092409240924;0.11931818181818182;;0.08928571428571429;0.057692307692307696;0.07142857142857142;0.09090909090909091;0.031073446327683617;0.020381328073635765;0.04892966360856269;0.055632823365785816;0.016666666666666666;0.030972259628332884;0.027777777777777776;0.03260869565217391;0.017085427135678392;0.021323127392017496;0.015151515151515152;0.01707891637220259;0.026217228464419477;0.01509705248023005;0.032474804031354984;0.0009170105456212746;0.015424164524421594;0.021834061135371178;0.0257856567284448;0.03211009174311927;0.012547051442910916;0.03189493433395872;0.025884587983851817;0.027406306752517748;0.009674582233948988;0.011363636363636364;0.0;0.035555555555555556;0.013235294117647059;;0.024232633279483037;0.06965174129353234;0.035211267605633804;0.029465930018416207;0.015523932729624839;0.025176233635448138;0.018050541516245487;0.021164021164021163;0.01282051282051282;0.00529567519858782;0.03686348016244923;0.011163337250293772;0.05166051660516605;0.011183597390493943;0.011049723756906077;0.031002331002331;0.04054054054054054;0.029556650246305417;;;0.024096385542168676;0.03451463790446841;0.013008130081300813;0.00810926163038839;0.004691164972634871;0.08018867924528301;0.06306306306306306;0.007905138339920948;0.0072992700729927005;0.030303030303030304;0.046511627906976744;0.08536585365853659;0.026490066225165563;0.020512820512820513;0.19230769230769232;0.0;0.03546099290780142;0.035443037974683546;0.028169014084507043;0.0;0.0;0.0;0.0851063829787234;0.043478260869565216;0.0;0.0;0.044897959183673466;0.0;0.03333333333333333;0.028225806451612902;0.03731343283582089;0.07751937984496124;0.125;0.08108108108108109;0.05142857142857143;0.0335195530726257;0.042682926829268296;0.044897959183673466;0.12857142857142856;0.07781456953642384;0.03296703296703297;0.05185185185185185;0.07488986784140969;0.02631578947368421;0.14835164835164835;0.09302325581395349;0.18032786885245902;;0.07772020725388601;0.15384615384615385;0.08333333333333333;0.0;0.0;0.0;;0.0425531914893617;0.0;0.0;0.0;0.2;0.045081967213114756;0.0;0.0;0.06956521739130435;0.09090909090909091;0.07142857142857142;0.0;0.0;0.16666666666666666;0.0;0.1875;0.07317073170731707;0.08888888888888889;0.01675977653631285;0.0;0.0
2011;0.05352480417754569;0.023529411764705882;0.03571428571428571;0.015810276679841896;0.050359712230215826;0.052805280528052806;0.03977272727272727;;0.09821428571428571;0.09615384615384616;0.07142857142857142;0.09090909090909091;0.031073446327683617;0.028928336620644313;0.027522935779816515;0.04450625869262865;0.038461538461538464;0.028279019660651765;0.031207133058984912;0.029347826086956522;0.023115577889447236;0.014215418261344996;0.016666666666666666;0.02767962308598351;0.016853932584269662;0.012940330697340043;0.043673012318029114;0.009628610729023384;0.02442159383033419;0.02237991266375546;0.025248455546602204;0.053669724770642205;0.03638644918444166;0.03189493433395872;0.023509855141296603;0.03731220075945187;0.029463500439753737;0.01893939393939394;0.015384615384615385;0.08444444444444445;0.008333333333333333;;0.033925686591276254;0.014925373134328358;0.01056338028169014;0.05279312461632903;0.02069857697283312;0.023497818059751596;0.023465703971119134;0.02292768959435626;0.023504273504273504;0.02206531332744925;0.05857544517338332;0.014688601645123384;0.04059040590405904;0.009319664492078284;0.016574585635359115;0.03636363636363636;0.033783783783783786;0.03940886699507389;0.011494252873563218;0.061224489795918366;0.05335628227194492;0.056394453004622494;0.02926829268292683;0.028169014084507043;0.011727912431587178;0.07311320754716981;0.009009009009009009;0.021739130434782608;0.0;0.045454545454545456;0.0872093023255814;0.06097560975609756;0.046357615894039736;0.06666666666666667;0.0;0.0;0.02127659574468085;0.0379746835443038;0.0;0.0;0.0;0.0;0.06382978723404255;0.13043478260869565;0.0;0.0;0.0326530612244898;0.05357142857142857;0.0;0.024193548387096774;0.04477611940298507;0.05426356589147287;0.125;0.05405405405405406;0.08;0.05027932960893855;0.07317073170731707;0.08571428571428572;0.05714285714285714;0.07119205298013245;0.13186813186813187;0.08888888888888889;0.07488986784140969;0.10526315789473684;0.14285714285714285;0.023255813953488372;0.11475409836065574;0.4;0.02849740932642487;0.038461538461538464;0.020833333333333332;0.0;0.0;0.0;;0.06382978723404255;0.0;0.034482758620689655;0.0;0.0;0.05327868852459016;0.0;0.09523809523809523;0.008695652173913044;0.18181818181818182;0.07142857142857142;0.0;0.10526315789473684;0.0;0.0;0.0;0.04878048780487805;0.08888888888888889;0.00558659217877095;0.0;0.0
2012;0.03263707571801567;0.02588235294117647;0.02891156462585034;0.021080368906455864;0.04316546762589928;0.06930693069306931;0.028409090909090908;;0.05357142857142857;0.019230769230769232;0.03571428571428571;0.03636363636363636;0.0423728813559322;0.047337278106508875;0.024464831804281346;0.02920723226703755;0.019230769230769232;0.02100727174791274;0.03806584362139918;0.017391304347826087;0.033165829145728645;0.01913613996719519;0.022727272727272728;0.04711425206124853;0.033707865168539325;0.01653486700215672;0.030235162374020158;0.016047684548372305;0.016709511568123392;0.043668122270742356;0.0397528874563524;0.06192660550458716;0.03889585947302384;0.01876172607879925;0.045119924008549035;0.0625722304771339;0.034740545294635;0.06439393939393939;0.08461538461538462;0.04;0.011274509803921568;;0.04038772213247173;0.05472636815920398;0.03873239436619718;0.05586249232658073;0.0258732212160414;0.03423967774420947;0.030685920577617327;0.04497354497354497;0.03205128205128205;0.02030008826125331;0.06091846298031865;0.02937720329024677;0.06273062730627306;0.023299161230195712;0.06077348066298342;0.04568764568764569;0.0472972972972973;0.034482758620689655;0.11494252873563218;0.061224489795918366;0.031841652323580036;0.06810477657935285;0.03414634146341464;0.03713188220230474;0.0109460516028147;0.054245283018867926;0.04504504504504504;0.02766798418972332;0.0;0.07575757575757576;0.06976744186046512;0.024390243902439025;0.08609271523178808;0.041025641025641026;0.0;0.0;0.09219858156028368;0.06329113924050633;0.028169014084507043;0.16666666666666666;0.0;0.0;0.02127659574468085;0.10869565217391304;0.14285714285714285;0.125;0.024489795918367346;0.05357142857142857;0.03333333333333333;0.020161290322580645;0.029850746268656716;0.06201550387596899;0.0;0.02702702702702703;0.05714285714285714;0.03910614525139665;0.018292682926829267;0.044897959183673466;0.07142857142857142;0.033112582781456956;0.04395604395604396;0.08148148148148149;0.04405286343612335;0.02631578947368421;0.06043956043956044;0.0;0.0;0.0;0.031088082901554404;0.038461538461538464;0.020833333333333332;0.0;0.0;0.0;;0.0;0.25;0.034482758620689655;0.125;0.2;0.05737704918032787;0.0;0.047619047619047616;0.034782608695652174;0.0;0.0;0.07692307692307693;0.0;0.16666666666666666;0.0;0.0625;0.0;0.044444444444444446;0.0223463687150838;0.0;0.0
