CISP;ano;mes;roubo_carga;LAT;LONG;Nome das CISP’s;mes/ano
CISP4 (Praça da República);2013;12;0.012918397936619558;-22.903061;-43.186131;Praça da República;12/2013
CISP4 (Praça da República);2014;1;0.030014423205497416;-22.903061;-43.186131;Praça da República;1/2014
CISP4 (Praça da República);2014;2;0.02258173642949682;-22.903061;-43.186131;Praça da República;2/2014
CISP4 (Praça da República);2014;3;0.03512770348073206;-22.903061;-43.186131;Praça da República;3/2014
CISP4 (Praça da República);2014;4;0.013912850866722127;-22.903061;-43.186131;Praça da República;4/2014
CISP4 (Praça da República);2014;5;0.026213123798391948;-22.903061;-43.186131;Praça da República;5/2014
CISP4 (Praça da República);2014;6;0.012461334988297422;-22.903061;-43.186131;Praça da República;6/2014
CISP4 (Praça da República);2014;7;0.010476518815899656;-22.903061;-43.186131;Praça da República;7/2014
CISP4 (Praça da República);2014;8;0.0;-22.903061;-43.186131;Praça da República;8/2014
CISP4 (Praça da República);2014;9;0.023552758214317553;-22.903061;-43.186131;Praça da República;9/2014
CISP4 (Praça da República);2014;10;0.02729009351583153;-22.903061;-43.186131;Praça da República;10/2014
CISP4 (Praça da República);2014;11;0.025363574350657447;-22.903061;-43.186131;Praça da República;11/2014
CISP4 (Praça da República);2014;12;0.02671475953281264;-22.903061;-43.186131;Praça da República;12/2014
CISP4 (Praça da República);2015;1;0.02055787291460964;-22.903061;-43.186131;Praça da República;1/2015
CISP4 (Praça da República);2015;2;0.03022450009502213;-22.903061;-43.186131;Praça da República;2/2015
CISP4 (Praça da República);2015;3;0.038090657566145325;-22.903061;-43.186131;Praça da República;3/2015
CISP4 (Praça da República);2015;4;0.0;-22.903061;-43.186131;Praça da República;4/2015
CISP4 (Praça da República);2015;5;0.018346752886427092;-22.903061;-43.186131;Praça da República;5/2015
CISP4 (Praça da República);2015;6;0.03490162278355406;-22.903061;-43.186131;Praça da República;6/2015
CISP4 (Praça da República);2015;7;0.00895905404123866;-22.903061;-43.186131;Praça da República;7/2015
CISP4 (Praça da República);2015;8;0.0;-22.903061;-43.186131;Praça da República;8/2015
CISP4 (Praça da República);2015;9;0.009636887749929919;-22.903061;-43.186131;Praça da República;9/2015
CISP4 (Praça da República);2015;10;0.015507325314218915;-22.903061;-43.186131;Praça da República;10/2015
CISP4 (Praça da República);2015;11;0.0;-22.903061;-43.186131;Praça da República;11/2015
CISP4 (Praça da República);2015;12;0.022886813398384095;-22.903061;-43.186131;Praça da República;12/2015
CISP4 (Praça da República);2016;1;0.013481204387963136;-22.903061;-43.186131;Praça da República;1/2016
CISP4 (Praça da República);2016;2;0.05886609020453952;-22.903061;-43.186131;Praça da República;2/2016
CISP4 (Praça da República);2016;3;0.06562659799018006;-22.903061;-43.186131;Praça da República;3/2016
CISP4 (Praça da República);2016;4;0.00778737067504675;-22.903061;-43.186131;Praça da República;4/2016
CISP4 (Praça da República);2016;5;0.02918748495064393;-22.903061;-43.186131;Praça da República;5/2016
CISP4 (Praça da República);2016;6;0.0;-22.903061;-43.186131;Praça da República;6/2016
CISP4 (Praça da República);2016;7;0.015279743895167269;-22.903061;-43.186131;Praça da República;7/2016
CISP4 (Praça da República);2016;8;0.014765530512642;-22.903061;-43.186131;Praça da República;8/2016
CISP4 (Praça da República);2016;9;0.05305965712707222;-22.903061;-43.186131;Praça da República;9/2016
CISP4 (Praça da República);2016;10;0.022188432518207853;-22.903061;-43.186131;Praça da República;10/2016
CISP4 (Praça da República);2016;11;0.004830046752299873;-22.903061;-43.186131;Praça da República;11/2016
CISP4 (Praça da República);2016;12;0.03669177432840098;-22.903061;-43.186131;Praça da República;12/2016
CISP4 (Praça da República);2017;1;0.0;-22.903061;-43.186131;Praça da República;1/2017
CISP4 (Praça da República);2017;2;0.011232535446465127;-22.903061;-43.186131;Praça da República;2/2017
CISP4 (Praça da República);2017;3;0.006929369028941083;-22.903061;-43.186131;Praça da República;3/2017
CISP4 (Praça da República);2017;4;0.010747439457848573;-22.903061;-43.186131;Praça da República;4/2017
CISP4 (Praça da República);2017;5;0.009223435383137074;-22.903061;-43.186131;Praça da República;5/2017
CISP4 (Praça da República);2017;6;0.00533681442868564;-22.903061;-43.186131;Praça da República;6/2017
CISP4 (Praça da República);2017;7;0.0060537402264400075;-22.903061;-43.186131;Praça da República;7/2017
CISP4 (Praça da República);2017;8;0.007449377066514483;-22.903061;-43.186131;Praça da República;8/2017
CISP4 (Praça da República);2017;9;0.00928865440971012;-22.903061;-43.186131;Praça da República;9/2017
CISP4 (Praça da República);2017;10;0.0;-22.903061;-43.186131;Praça da República;10/2017
