ano;mes;CISP4 (Praça da República);CISP5 (Mem de Sá);CISP6 (Cidade Nova);CISP7 (Santa Teresa);CISP9 (Catete);CISP10 (Botafogo);CISP11 (Rocinha);CISP12 (Copacaba);CISP13 (Ipanema);CISP14 (Leblon);CISP15 (Gávea);CISP16 (Barra da Tijuca);CISP17 (São Cristovão);CISP18 (Praça da Bandeira);CISP19 (Tijuca);CISP20 (Vila Isabel);CISP21 (Bonsucesso);CISP22 (Penha);CISP23 (Méier);CISP24 (Piedade);CISP25 (Engenho Novo);CISP26 (Todos os Santos);CISP27 (Vicente de Carvalho);CISP28 (Praça de Seca);CISP29 (Madureira);CISP30 (Marechal Hermes);CISP31 (Ricardo de Albuquerque);CISP32 (Taquara);CISP33 (Realengo);CISP34 (Bangu);CISP35 (Campo Grande);CISP36 (Santa Cruz);CISP37 (Ilha do governador);CISP38 (Brás de Pina);CISP39 (Pavuna);CISP40 (Honório Gurgel);CISP41 (Tanque);CISP42 (Recreio dos Bandeirantes);CISP43 (Guaratiba);CISP44 (Inhaúma);CISP45 (Complexo do Alemão);CISP48 (Seropédica);CISP50 (Itaguaí);CISP51 (Paracambi);CISP52 (Nova Iguaçu);CISP53 (Mesquita);CISP54 (Belford Roxo);CISP55 (Queimados);CISP56 (Comendador Soares);CISP57 (Nilópolis);CISP58 (Posse);CISP59 (Duque de Caxias);CISP60 (Campos Elíseos);CISP61 (Xerém);CISP62 (Imbariê);CISP63 (Japeri);CISP64 (São João de Meriti);CISP65 (Magé);CISP66 (Piabetá);CISP67 (Guapimirim);CISP70 (Tanguá);CISP71 (Itaborí);CISP72 (São Gonçalo);CISP73 (Neves);CISP74 (Alcântara);CISP75 (Rio do Ouro);CISP76 (Niterói);CISP77 (Icaraí);CISP78 (Fonseca);CISP79 (Juruba);CISP81 (Itaipu);CISP82 (Maricá);CISP88 (Barra do Piraí);CISP89 (Resende);CISP90 (Barra Mansa);CISP91 (Valença);CISP92 (Rio das Flores);CISP93 (Volta Redonda);CISP94 (Piraí);CISP95 (Vassouras);CISP96 (Miguel Pereira);CISP97 (Mendes);CISP98 (Engenheiro Paulo de Frontin);CISP99 (Itatiaia);CISP100 (Porto Real);CISP101 (Pinheiral);CISP104 (São José do Vale do Rio Preto);CISP105 (Petrópolis);CISP106 (Itaipava);CISP107 (Paraíba do Sul);CISP108 (Três Rios);CISP109 (Sapucaia);CISP110 (Teresópolis);CISP111 (Sumidouro);CISP112 (Carmo);CISP118 (Araruma);CISP119 (Rio Bonito);CISP120 (Silva Jardim);CISP121 (Casimiro de Abreu);CISP122 (Conceição de Macabu);CISP123 (Macaé);CISP124 (Saquarema);CISP125 (São Pedro da Aldeia);CISP126 (Cabo Frio);CISP127 (Armação de Búzios);CISP128 (Rio das Ostras);CISP129 (Iguaba Grande);CISP130 (Quissamã);CISP132 (Arraial do cabo);CISP134 (Campos);CISP135 (Itaocara);CISP136 (Santo Antônio de Pádua);CISP137 (Miracema);CISP138 (Laje do Muriaé);CISP139 (Porciúncula);CISP140 (Natividade);CISP141 (São Fidelis);CISP142 (Cambuci);CISP143 (Itaperuna);CISP144 (Bom Jesus do Itabapoana);CISP145 (São João da Barra);CISP146 (Guarus);CISP147 (São Francisco de Itabapoana);CISP148 (Italva);CISP151 (Nova Friburgo);CISP152 (Duas Barras);CISP153 (Cantagalo);CISP154 (Cordeiro);CISP155 (São Sebastião do Alto);CISP156 (Santa Maria Madalena);CISP157 (Trajano de Moraes);CISP158 (Bom jardim);CISP159 (Cachoeira de Macacu);CISP165 (Mangaratiba);CISP166 (Angra dos Reis);CISP167 (Paraty);CISP168 (Claro)
2003;1;0.002461674590435114;0.008976923023332119;0.008382490543727545;0.007635001903171477;0.0;0.0;;0.009482898863284085;0.0;0.0;0.0;0.002109862011701393;0.005519396853598049;0.003205465774401596;0.008764096374832001;0.006786724120751704;0.006541754480920607;0.0030740486756324404;0.014365782919567126;0.010776460780580885;0.00576757211607361;0.0;0.0012605473523345221;0.0052762094360419886;0.0017884666228328294;0.004757038023656971;0.000998044121742515;0.013541030587914596;0.005873781719013834;0.004047029105754608;0.0042067984970402955;0.009237298019029188;0.019745826331809737;0.003545638300318134;0.002822651300766342;0.003734139947893179;0.007883624787202182;;;0.0051513161952360265;;0.0018887584429280874;0.0;0.008065418064571981;0.008833493196500205;0.0013100373657567617;0.0025763704618626832;0.0025089167113683045;0.002736506950717873;0.004366533557080669;0.004567856333581042;0.0025588347202062894;0.0038989371140282685;0.004051130953227051;0.004068608509559397;;0.0018994345909677452;0.005825339683230995;0.0;;;0.009043294617487015;0.0017384028373569546;0.0009260585152998563;0.0009736180507032545;0.0018017443075544278;0.0024544974791847495;0.0;0.006308508000891465;0.007815101099881837;0.0;0.0;0.0;0.014257612523025444;0.005263763625411204;0.0;0.0;0.007432805230431393;0.003171294643467289;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.008345137352403558;0.0;0.03496482040891135;0.008407863779021809;0.00755768677065431;0.0;0.0;0.0;0.007305266493599931;0.017924433359889646;0.0;0.011089362250493106;0.015454831407644006;0.008111497737601359;0.02963050916756273;0.0;0.0;0.0;0.011497063236544692;0.03249021668235267;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.00359969910411783;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029824788417018636;0.00813288011136976;0.0;0.0
2003;2;0.004920211080483213;0.0;0.0027923695678749283;0.007630067691415213;0.010480808209193514;0.01202633895508826;;0.0;0.0;0.0;0.007477199958828545;0.01054263701611295;0.0041369298824159495;0.016017313043441547;0.01021825819892987;0.00813892195005085;0.008811541591743435;0.003993724065013792;0.026504411120259013;0.014000537141673505;0.004034736573240571;0.0;0.0031493676568819535;0.005272838615390779;0.001787328875465933;0.0023769988718554047;0.0;0.016238895270016998;0.004696038502826949;0.0078000267941399585;0.0030047181391112286;0.014506548336457198;0.029599870960107872;0.005315061623830736;0.003526070903301748;0.0037317677615551883;0.003939305713729091;;;0.00463324860667254;;0.01508708813237672;0.012903888583355968;0.0;0.013245807765291854;0.001310021781854524;0.0011034462963691578;0.011277995349751898;0.0018237228477850978;0.001091414586873554;0.0009132635696675959;0.004090794866161266;0.0025971636041190647;0.0;0.006097921423237976;;0.002848666344837407;0.0038780461302035927;0.010805082651506025;;;0.005419015254215737;0.0020840689974608298;0.0;0.0009726807961853495;0.0009000052160433067;0.009813155254709336;0.009466122607996967;0.008407155988640934;0.007811289019520934;0.0;0.0;0.0;0.0;0.015785982879300425;0.0;0.0;0.0;0.004750366608278961;0.014950653120906026;0.0;0.0;0.0;0.023165516832660576;0.0;;0.0;0.0;0.0;0.0;0.02100612206181709;0.0;0.008694803011728947;0.0;0.030185668189649534;0.014573331978544183;0.011938407421908707;0.006105406327135953;0.0;0.0;0.008081205313608517;0.0;0.00954496606845535;0.0;0.0;0.0;0.0;;;0.01425133648992663;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.03269812416683547;0.0;0.0;0.0;;;0.009029247436402975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01621744842582432;0.0;0.0
2003;3;0.0;0.0017931216416052513;0.008371843393314524;0.0;0.003491383648088482;0.0;;0.0;0.0;0.0;0.0;0.0021071871630217254;0.004823368005591912;0.003201411960482151;0.008752924805201878;0.006778107530229494;0.002556564086073177;0.007368347218103899;0.009932888369820259;0.00753398502389514;0.00345615078823569;0.0;0.0031473694717336896;0.0017565014829713688;0.0017861925747529371;0.002375500637420669;0.0;0.008114306741804958;0.0041064234970162395;0.004330586624656563;0.003065900643601559;0.0026358736685967426;0.017748615868498456;0.003288193399801633;0.0017619152656070632;0.005127923057483076;0.01181040665978986;;;0.003086877569211516;;0.005649066941037513;0.006436417637806925;0.0;0.0037832510570720416;0.0039299952200890186;0.0022054694844817406;0.005007039335447237;0.002734672809460074;0.0010911958721710247;0.003651835011001924;0.0017031029969171065;0.0025950392797206303;0.0;0.0020309794133074755;;0.0014240936356048092;0.007745159682092987;0.00539802927318691;;;0.012628223792184857;0.0010410325203698812;0.002772817584200414;0.00048587025110774344;0.0017982798905367432;0.007356244013843109;0.01892282659599117;0.002100743036111268;0.007807368701822072;0.0;0.008277435386976116;0.012721117679846341;0.014225129353940387;0.010520391350096801;0.0;0.0;0.03712492471787288;0.004743809404043639;0.0;0.0;0.0;0.0;0.02313584051063116;0.026323628888581984;;0.0;0.0;0.0;0.0;0.00419847462001323;0.007555058619464793;0.008682348859777414;0.0;0.0;0.0;0.011927446624346007;0.012210812654271905;0.005500737059615741;0.0;0.004025522924553472;0.0;0.0;0.01638450940834197;0.0;0.0;0.0;;;0.0056943012372902176;0.0;0.022473731388013854;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.009025547114724208;0.0;0.0;0.0;0.0;0.0;0.0;0.06914027985950864;0.0;0.0;0.008084587973908049;0.0;0.0
2003;4;0.0024569734328093963;0.0017919672175952604;0.008366475211806845;0.0;0.0;0.0;;0.009464874484332112;0.0;0.0;0.0074677198451998635;0.0021058486255284233;0.00550886656394697;0.00639872787195885;0.0029157832312869947;0.0027095316995028513;0.004258234569905994;0.004909114223458969;0.008823570451180844;0.004302367593957705;0.00460527830189996;0.0;0.0025162990564497408;0.0017553807291139935;0.001785057717936448;0.0035609765278923297;0.0004980695380165704;0.010812198848963521;0.001172519033746869;0.002596703538845209;0.0026814187411465756;0.00526840831330434;0.011824941142650128;0.0022749899265434304;0.002112955802558991;0.003727032419275774;0.003934301906133131;;;0.005655645831556869;;0.005640501883934486;0.006420893164445821;0.012051978390183864;0.006933641835559472;0.005239900129489287;0.0025713895788196184;0.010003248822090874;0.0;0.0;0.000912651468091946;0.0028929077038365074;0.00388937764143377;0.0;0.002029321064803101;;0.0014238541793454346;0.00193354864688333;0.016180698128207858;;;0.004504308287160395;0.002080058382758268;0.003693528461157945;0.0009708068573272352;0.0;0.004901750100479888;0.0;0.00839879246238095;0.015607128318742983;0.0;0.02472516733108118;0.0;0.0;0.005258428740143915;0.0;0.0;0.0;0.009474540554853993;0.014928393393563257;0.0;0.0;0.0;0.04621248025075475;0.0;;0.0;0.004169209584525065;0.0;0.0;0.012587322496155398;0.015107490458393177;0.0;0.0;0.0;0.0;0.005958136686119445;0.006105119526763576;0.010957833061993069;0.015407882841427807;0.010026216268171614;0.0;0.028475686781862696;0.00544540561683464;0.0;0.0;0.03214847712261393;;;0.008532090327826978;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02663105242645525;0.0;0.0;0.0;0.0
2003;5;0.004910820735891116;0.0017908142790810863;0.004180556955121515;0.015231392449090803;0.00348692694187443;0.006001729411234541;;0.009458881574764991;0.0;0.009521242820607822;0.007462935673548716;0.0;0.008946257972565283;0.003197318530147999;0.004370890840026017;0.0040617076749783895;0.003971830268091477;0.002759625518644071;0.012124770625993023;0.008599302491666575;0.008629353484420944;0.0;0.0012573522794201255;0.00350854432100169;0.006243735057931265;0.0035587050013431713;0.0004977539445949403;0.014857329820695925;0.001171770064477496;0.005478454074445758;0.0036480226182317088;0.018427694931435316;0.017726133641850664;0.0063154211610343715;0.001231768037005486;0.004655836564853373;0.007863609532566974;;;0.003596772511053631;;0.01126392552002906;0.0;0.008024385791699049;0.004410843149514727;0.0;0.002569727774971468;0.004996244653078797;0.001821887029720603;0.0021815315078624214;0.0009123443902162268;0.0018703521172849106;0.005829302338466014;0.004037916137771632;0.0030414981333903375;;0.00023726860907592913;0.011584890744629815;0.005389068963291771;;;0.008097356210634959;0.0006926851963388108;0.0;0.0009698701812094771;0.0008974071491217523;0.01224818245339194;0.0;0.002098654234060215;0.0;0.0;0.016412262573802277;0.0;0.014192793861441483;0.0052566629918913265;0.0;0.0;0.014834362190717886;0.00630766553836587;0.02983365203416104;0.0;0.0;0.17693107795825957;0.0;0.0;;0.0;0.01667236435539054;0.0;0.03485469642355349;0.012579231547150373;0.030207979009384288;0.017315094567302736;0.0;0.0;0.007231027790495469;0.0;0.030524163766673638;0.010914536870669853;0.015392032740778258;0.005993274693267171;0.0;0.0;0.0;0.0;0.011076186732706435;0.0;;;0.0028409270479327034;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2003;6;0.002453849290582635;0.0017897128557056382;0.009748513461206457;0.007610786926272655;0.0034847163235245094;0.005997925722888705;;0.0;0.0;0.0;0.007458210683686256;0.008412677417995338;0.008252875298497976;0.009585976593332875;0.0029120956367212343;0.0013530403664229118;0.004252833717498662;0.0033707231167359186;0.013218548587501934;0.0032227037441538704;0.002299703279955079;0.0;0.0018848235903989362;0.005259462746451424;0.0035655846499968225;0.004741954936740321;0.0;0.0026996178570687806;0.004098594978563644;0.002017093975503969;0.002326436838731417;0.010523414680673214;0.011809913268403369;0.003786839403859936;0.0015826974400768338;0.003722309079377132;0.007858621588682502;;;0.006675501018885835;;0.001874483150558462;0.0;0.0040070727631217485;0.011968220399054751;0.002619856572453215;0.001834334369766826;0.008733992818289925;0.0027319209161490096;0.0;0.001824080372942049;0.002208604987400793;0.005177354655249103;0.0;0.0020260124790611868;;0.0018978298136559618;0.011568441513820188;0.010769158753606293;;;0.008985578182089036;0.0013840377655752602;0.0;0.0009689401251384185;0.0;0.004896865213277695;0.0;0.004195257524399207;0.0;0.0;0.00817066274302848;0.0;0.007088308010194847;0.0;0.0;0.0;0.02223981085763384;0.01259798922357794;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.01817284856012005;0.0;0.004190338041292274;0.037753412135149884;0.0;0.0;0.0;0.007212643482842632;0.005946994775532967;0.012209665506669454;0.010871153626910006;0.015377005320703503;0.0019903062793833735;0.0;0.0;0.0;0.03614828659975361;0.010973485678169586;0.0;;;0.002837820158417836;0.038270369939736065;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0035840408159450755;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09489409264980664
2003;7;0.007357116615295661;0.0035772255726749373;0.009742528950389243;0.0;0.0034825892308388887;0.011988498643730717;;0.0;0.0;0.009509367703354994;0.0;0.00420377377945887;0.004123890599323653;0.019160308486863852;0.005820620800165428;0.005408856169563328;0.00566698591650974;0.00336867706430411;0.018714929723368315;0.006441483301054725;0.002872879293248918;0.0;0.001883683042395264;0.008760457028818319;0.005345092954707604;0.0023695265390785937;0.0;0.008093900625240251;0.0023406312490296343;0.0005759618288209986;0.0029407338438409607;0.006573131821943286;0.007868470947457223;0.004289128070752672;0.003163464438199158;0.0055800333247817725;0.00785387153177478;;0.0;0.010263700953058069;;0.013103289112444978;0.0;0.0;0.0018890988596280795;0.0052396508196776645;0.001466563220329703;0.003739385200303337;0.005462044919237695;0.0;0.003646955405255862;0.003055703786103607;0.0019400056889411186;0.0;0.0020244446772812756;;0.0009487554309737013;0.00770242628651038;0.005380384882405453;;;0.009872507032788563;0.0003456975527837106;0.0;0.0004840323550604842;0.0;0.0;0.0;0.0020966216475732484;0.0;0.0;0.00814505941285056;0.0;0.02124246795837594;0.015759405151690213;0.0;0.0;0.007409513779354401;0.0031455335890892087;0.0;0.0;0.0;0.0;0.02302055898465984;0.0;;0.0;0.004165855896915431;0.018167797272648504;0.0;0.012563217509926972;0.015098741115450922;0.0;0.0;0.0;0.0;0.017825359011897027;0.012209092013691218;0.005419367763866108;0.04608602164469367;0.003969299518782933;0.0;0.0;0.0;0.0;0.0;0.031834328750497104;;;0.005669862905190628;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.016288280901794898;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2003;8;0.0024508149872689675;0.003574928317665262;0.006954589063302436;0.0;0.0034803841073142968;0.0;;0.0;0.0;0.0;0.0;0.0;0.006181938900309092;0.006382693955173345;0.002908461354053557;0.00270270799804831;0.003681193201782386;0.003060481728204708;0.0044006952718697884;0.005364461712804426;0.005742123505228091;0.0;0.0012549874715889443;0.010505857625071833;0.0035611369949127294;0.004736035736251284;0.0004968194816569679;0.009436897073747326;0.0029239236666139643;0.003165777609307267;0.0053879281341266015;0.013137913566804795;0.011795215946138055;0.0035299941463926773;0.002458913944640165;0.0037176679277578567;0.0;;0.0;0.010770087066046714;;0.01121446219491937;0.0;0.0;0.008183362402395833;0.003929668000960883;0.0021984258532767643;0.00773626141194118;0.0;0.0021802353839548007;0.0009114350511781978;0.002374714232548972;0.004522992329161876;0.01208461183081643;0.0030341748889478664;;0.0014228940130707704;0.0038457282901087947;0.010751819495031172;;;0.006274476791818957;0.0;0.0018397705445450832;0.0;0.0;0.0024460283849968476;0.0;0.0020955808220198993;0.0;0.0;0.008109934967298052;0.0;0.007072769178245583;0.010502684965580444;0.0;0.0;0.022216833146880687;0.003270199564905714;0.0;0.0;0.0;0.0;0.0;0.0;;0.12934988700697486;0.00832947839939191;0.0;0.0;0.01674021001333621;0.015096118288389755;0.0;0.0;0.02998848776808534;0.007178917292060278;0.005936240716264372;0.0;0.00539797580137928;0.0;0.003954500979727034;0.0;0.0;0.005384455396620464;0.0;0.0;0.0;;;0.0028318376558863463;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.016276098594079313;0.0;0.0;0.0036416658128458996;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09478540035656174
2003;9;0.0;0.007145268022611829;0.002780057468499237;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0020992176838604097;0.002745798581627319;0.006378623612795412;0.0029066146560903492;0.0013505037197859794;0.0031128841634323113;0.0021409819791617345;0.005497414361890435;0.0010722166589712773;0.004016912553977904;0.0;0.0031354681749881856;0.0034997251090002485;0.0017794407736439997;0.003549766675625225;0.0019860086665072106;0.008083620646765467;0.001168829325852941;0.0028761524685753516;0.003426503025708512;0.005251829636152812;0.017681602458865988;0.008567393316391236;0.0015797298351218339;0.0037153166170251386;0.0;;0.0;0.008200534191899273;;0.005598711319364999;0.006346359703253916;0.011976499232794724;0.005034234812435337;0.0013098659632217974;0.0007323345902853642;0.0040012756977205605;0.0;0.0;0.0018222575823799727;0.0028812245311263815;0.0;0.004024929501904689;0.0010105622830296928;;0.0011855458000267572;0.0;0.0;;;0.008056853532009443;0.0;0.0;0.0019323978483757201;0.0;0.00977931217565479;0.0;0.004189082058695056;0.0;0.0;0.016149865947016274;0.0;0.0;0.0;0.0;0.0;0.02220513728305453;0.001699924676753847;0.02974514676236625;0.0;0.0;0.0;0.0;0.0;;0.0;0.012490869302995856;0.01815812348315271;0.0;0.01254697149928104;0.0;0.008609252779341667;0.1300503657741139;0.0;0.0;0.0;0.00610397259467138;0.00537654275487141;0.015330527691916541;0.017728757194893068;0.014479038721245155;0.009365300919175932;0.00536855298142136;0.0;0.0;0.0;;;0.0056574801598567575;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0037032608222209544;;;0.0;0.0;0.0;0.0;0.055177197199087764;0.0;0.0;0.06875728018413213;0.0;0.0;0.0;0.0;0.0
2003;10;0.007343119430813956;0.0071406852958468174;0.018058830292299197;0.0;0.006951910841197675;0.0;;0.0;0.02055628871889553;0.0;0.0;0.004195778497701134;0.0075460961688314674;0.003187279229274576;0.005809540603446576;0.004048911570543321;0.003393712075544525;0.004890557871264965;0.010987802552579676;0.0021430603966061256;0.005161338600886326;0.0;0.0031334875830328866;0.0034975005080459414;0.0017783144774161823;0.003547509423434362;0.0004961885557318042;0.008078501964929418;0.005256382776371105;0.0051737769762271605;0.004891896111610334;0.011809120674999899;0.019633675247843797;0.005288263624335779;0.002631201869743201;0.005569399877001486;0.003919452971612992;;0.0;0.008195367194564915;;0.005590217392352524;0.0;0.011961291695028813;0.006290658095434218;0.0;0.0029274512736788346;0.008278066218215663;0.002728277904390758;0.004358725554993564;0.0;0.004402979703032172;0.0012901668836297214;0.0;0.0010097411327455409;;0.0016594816507047392;0.0019174026597405535;0.0;;;0.0035762440192409263;0.0006893987812302886;0.0;0.0014479066718726336;0.0;0.009774515521364045;0.009428782108831952;0.0;0.0;0.0;0.008040054172855901;0.012670512102088818;0.0;0.0;0.0;0.0;0.0;0.0035345600357496805;0.0;0.0;0.0;0.0;0.022933745778807045;0.0;;0.0;0.012487522801027088;0.018153080377132903;0.0;0.008359288216426763;0.022636313050517283;0.00859692452189482;0.0;0.029922707054129274;0.014284752726733263;0.01777554141465854;0.0;0.02142028641902786;0.015314836261320925;0.007850025485516799;0.0;0.018678701769314868;0.005352680793142362;0.0;0.010628455704659492;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;0.021542273984055723;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.08188761519760263;0.0;0.0;0.0;0.0;0.02648397215439242;0.0;0.0;0.0;0.0
